"Instructions: for each of the following Facebook image files (column A), complete the following questions using the provided annotation scheme.   ","Check the box corresponding to each question for a 'Yes' response, and leave the box unchecked for a 'No' response.",,,,
facebook_dataset_houses_Archie Parnell_mobile1_123.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Archie Parnell_mobile1_349.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Archie Parnell_time1_55.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Audrey Denney_mobile1_280.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Audrey Denney_time1_47.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Audrey Denney_mobile1_329.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Audrey Denney_time1_58.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Audrey Denney_mobile1_141.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Audrey Denney_time1_63.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Audrey Denney_mobile1_335.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Ayanna Pressley_time1_127.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Ayanna Pressley_time1_156.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Ayanna Pressley_time1_96.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Ayanna Pressley_time1_82.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Ayanna Pressley_time1_128.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Ayanna Pressley_time1_126.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Ayanna Pressley_mobile1_18.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Barbara Lee_time2_76.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Barbara Lee_time1_225.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Barbara Lee_time1_120.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Barbara Lee_time2_71.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Barbara Lee_time1_177.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Barbara Lee_time1_107.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Barbara Lee_time1_197.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Ben Jealous_mobile1_5.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Ben Jealous_time1_16.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Ben Jealous_time1_17.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Ben Jealous_time1_14.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Ben Jealous_time1_9.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Ben Jealous_time1_11.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Ben Jealous_time1_10.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Ben McAdams_time1_284.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Ben McAdams_time1_240.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Ben McAdams_mobile1_200.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Ben McAdams_time1_286.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Ben McAdams_time1_247.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Ben McAdams_time1_246.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Ben McAdams_time1_289.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Ben Ray Luján _time2_51.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Ben Ray Luján _time2_64.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Ben Ray Luján _time2_93.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Ben Ray Luján _time2_49.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Ben Ray Luján _time1_120.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Ben Ray Luján _time1_124.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Ben Ray Luján _mobile2_107.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Benjamin Cardin_mobile2_16.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Benjamin Cardin_mobile2_20.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Benjamin Cardin_mobile2_22.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Benjamin Cardin_time2_6.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Benjamin Cardin_mobile2_15.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Benjamin Cardin_mobile2_21.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Benjamin Cardin_mobile2_7.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bennie Thompson _mobile1_141.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bennie Thompson _mobile1_166.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bennie Thompson _mobile1_167.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bennie Thompson _mobile1_165.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bennie Thompson _mobile1_159.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bennie Thompson _mobile1_146.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bennie Thompson _mobile1_145.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Beto O'Rourke_time1_54.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Beto O'Rourke_mobile1_942.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Beto O'Rourke_mobile1_727.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Beto O'Rourke_mobile1_955.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Beto O'Rourke_mobile1_901.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Beto O'Rourke_mobile1_782.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Beto O'Rourke_mobile2_96.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Betsy Dirksen Londrigan_time1_187.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Betsy Dirksen Londrigan_time1_175.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Betsy Dirksen Londrigan_time1_176.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Betsy Dirksen Londrigan_mobile1_281.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Betsy Dirksen Londrigan_time1_193.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Betsy Dirksen Londrigan_time1_163.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Betsy Dirksen Londrigan_mobile1_302.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Betsy Rader_mobile1_172.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Betsy Rader_time1_327.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Betsy Rader_mobile1_58.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Betsy Rader_mobile1_123.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Betsy Rader_mobile1_26.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Betsy Rader_mobile1_181.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Betsy Rader_time1_172.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bibiana Boerio_mobile1_26.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bibiana Boerio_time1_315.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bibiana Boerio_time1_293.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bibiana Boerio_time1_361.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bibiana Boerio_time1_275.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bibiana Boerio_time1_112.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bibiana Boerio_time1_309.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bill Foster_time1_119.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bill Foster_time1_59.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bill Foster_time2_69.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bill Foster_time1_52.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bill Foster_time1_122.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bill Foster_time1_129.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bill Foster_mobile1_24.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bill Keating_mobile1_22.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bill Keating_time1_17.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bill Keating_time1_20.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bill Keating_mobile1_32.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bill Keating_mobile1_29.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bill Keating_mobile1_31.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bill Keating_mobile1_28.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Bill Nelson_time1_234.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Bill Nelson_time1_119.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Bill Nelson_time1_231.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Bill Nelson_time1_154.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Bill Nelson_mobile1_67.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Bill Nelson_time1_153.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Bill Nelson_mobile1_68.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bill Pascrell_time1_91.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bill Pascrell_time1_172.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bill Pascrell_time1_88.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bill Pascrell_time1_142.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bill Pascrell_time1_141.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bill Pascrell_time1_155.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bill Pascrell_time1_93.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Billie Sutton_time1_225.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Billie Sutton_time1_216.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Billie Sutton_time1_97.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Billie Sutton_time1_206.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Billie Sutton_time1_244.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Billie Sutton_mobile1_27.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Billie Sutton_time1_117.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Bob Krist_time1_10.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Bob Krist_time1_213.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Bob Krist_time1_179.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Bob Krist_time1_195.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Bob Krist_time1_5.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Bob Krist_time1_41.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Bob Krist_time1_42.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bobby Rush_time1_227.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bobby Rush_time1_371.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bobby Rush_time1_435.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bobby Rush_time1_380.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bobby Rush_time1_223.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bobby Rush_time1_448.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bobby Rush_time1_275.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bobby Scott_time2_0.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bobby Scott_mobile1_0.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bonnie Watson Coleman_time1_94.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bonnie Watson Coleman_time1_73.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bonnie Watson Coleman_time1_112.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bonnie Watson Coleman_time1_139.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bonnie Watson Coleman_time2_31.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bonnie Watson Coleman_mobile1_27.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Bonnie Watson Coleman_time1_114.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brad Schneider_mobile2_196.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brad Schneider_mobile2_376.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brad Schneider_mobile2_495.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brad Schneider_time2_480.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brad Schneider_time2_692.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brad Schneider_mobile2_456.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brad Schneider_time2_668.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brad Sherman_time1_99.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brad Sherman_time1_126.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brad Sherman_time1_130.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brad Sherman_mobile1_42.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brad Sherman_time1_123.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brad Sherman_time1_113.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brad Sherman_time1_59.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brandon Brown_time1_2.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brandon Brown_time1_69.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brandon Brown_mobile1_7.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brandon Brown_time1_201.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brandon Brown_mobile1_17.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brandon Brown_mobile1_163.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brandon Brown_time1_218.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brenda Lawrence _mobile1_106.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brenda Lawrence _mobile2_92.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brenda Lawrence _time1_90.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brenda Lawrence _time1_84.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brenda Lawrence _mobile2_60.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brenda Lawrence _mobile1_123.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brenda Lawrence _mobile2_99.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brendan Boyle_time1_40.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brendan Boyle_time2_299.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brendan Boyle_time2_433.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brendan Boyle_mobile1_72.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brendan Boyle_time2_332.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brendan Boyle_time1_69.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brendan Boyle_time2_431.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brent Ottaway_mobile1_9.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brent Ottaway_time1_13.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brent Ottaway_time1_15.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brent Ottaway_time1_8.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brent Ottaway_mobile1_24.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brent Ottaway_time1_14.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brent Ottaway_time1_41.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brian Higgins_time2_17.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brian Higgins_mobile1_6.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brian Higgins_time1_138.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brian Higgins_time2_16.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brian Higgins_time1_131.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brian Higgins_mobile2_5.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Brian Higgins_time2_18.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Brian Shcatz_mobile2_3.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Brian Shcatz_time2_0.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Brian Shcatz_mobile2_1.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Brian Shcatz_time1_56.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Brian Shcatz_time1_27.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Brian Shcatz_time1_57.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Brian Shcatz_time1_37.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Carol Shea-Porter_mobile1_1.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Carolyn Bourdeaux_time1_384.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Carolyn Bourdeaux_time1_243.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Carolyn Bourdeaux_time1_233.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Carolyn Bourdeaux_time1_380.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Carolyn Bourdeaux_time1_76.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Carolyn Bourdeaux_time1_209.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Carolyn Bourdeaux_time1_131.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Carolyn Long_mobile1_144.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Carolyn Long_time1_132.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Carolyn Long_time1_161.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Carolyn Long_mobile1_110.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Carolyn Long_time1_152.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Carolyn Long_time1_190.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Carolyn Long_time1_124.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Carolyn Maloney _mobile1_110.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Carolyn Maloney _time2_191.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Carolyn Maloney _time2_173.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Carolyn Maloney _time1_98.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Carolyn Maloney _time1_111.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Carolyn Maloney _mobile2_82.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Carolyn Maloney _mobile2_88.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Catherine Krantz_mobile1_662.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Catherine Krantz_mobile1_848.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Catherine Krantz_time1_78.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Catherine Krantz_time1_113.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Catherine Krantz_mobile1_299.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Catherine Krantz_time1_27.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Catherine Krantz_time1_54.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Catherine Masto_time1_203.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Catherine Masto_time1_152.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Catherine Masto_time1_155.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Catherine Masto_time1_156.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Catherine Masto_time1_204.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Catherine Masto_time1_159.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Catherine Masto_time1_178.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Cathy Albro_mobile1_229.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Cathy Albro_mobile1_230.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Cathy Albro_mobile1_221.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Cathy Albro_time1_20.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Cathy Albro_time1_6.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Cathy Albro_mobile1_94.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Cathy Albro_mobile1_64.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Cedric Richmond_time1_21.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Cedric Richmond_time1_25.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Cedric Richmond_time1_13.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Cedric Richmond_time1_28.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Cedric Richmond_time1_14.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Cedric Richmond_time1_24.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Cedric Richmond_time1_22.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Charles Schumer_time1_234.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Charles Schumer_time1_264.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Charles Schumer_time1_200.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Charles Schumer_time1_255.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Charles Schumer_time1_252.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
